"字詞名","輕鬆輸入法編碼","分析可能的輕鬆輸入法編碼","查無對映的輕鬆輸入法編碼"
"道別","zwrb","",""
"道不同，不相為謀","zmb,","",""
"道袍","zwy'","",""
"道貌岸然","z,u,","",""
"道德","zw,p","",""
"道德觀","z,t","",""
"道德哲學","z,q,","",""
"道道地地","zzgg","",""
"道地","zwg'","",""
"道聽塗說","z9e4","",""
"道統","zw3-","",""
"道里","zwwg","",""
"道理","zwmg","",""
"道林紙","zd3","",""
"道路","zwrr","",""
"道路網","zr3","",""
"道高一尺，魔高一丈","zyms","",""
"道姑","zwvr","",""
"道觀","zwt-","",""
"道賀","zwj5","",""
"道賀","zwn5","",""
"道行","zw,b","",""
"道家","zw7.","",""
"道教","zwgx","",""
"道教","zwxx","",""
"道具","zw78","",""
"道具","zwb8","",""
"道歉","zwto","",""
"道喜","zwgr","",""
"道謝","zw4;","",""
"道長","zwm[","",""
"道場","zwgn","",""
"道士","zwg","",""
"道人","zwo","",""
"道藏","zwti","",""
"道義","zwti","",""
"道義責任","ztjo","",""
"稻",",m","",""
"稻",",]","",""
"稻米",",mtd","",""
"稻米",",]td","",""
"稻苗",",mtw","",""
"稻苗",",]tw","",""
"稻田",",mw","",""
"稻田",",]w","",""
"稻農",",m1[","",""
"稻農",",mw[","",""
"稻農",",]1[","",""
"稻農",",]w[","",""
"稻穀",",mgx","",""
"稻穀",",]gx","",""
"稻香",",m,a","",""
"稻熱病",",gy","",""
"稻熱病",",g`","",""
"稻子",",m.b","",""
"稻子",",].b","",""
"稻作",",mom","",""
"稻作",",]om","",""
"稻草",",mtj","",""
"稻草",",]tj","",""
"稻草人",",to","",""
"稻穗",",m,p","",""
"稻穗",",],p","",""
"蹈","rm","",""
"蹈","r]","",""
"纛","j3","",""
"纛","j3x","",""
"都","g9","",""
"兜",",-","",""
"兜風",",-,'","",""
"兜風",",--'","",""
"兜風",",--l","",""
"兜肚",",-bg","",""
"兜攬",",-q-","",""
"兜售",",-0r","",""
"斗","yj","",""
"斗杓","yjdn","",""
"斗篷","yjhj","",""
"斗篷","yjhz","",""
"斗篷","yjzj","",""
"斗大","yjk","",""
"斗膽","yjb4","",""
"斗笠","yjht","",""
"斗室","yj7g","",""
"抖","qj","",""
"抖動","qj,n","",""
"抖腿","qjbz","",""
"抖腿","qjb[","",""
"抖起來","qgd","",""
"抖起來","qgj","",""
"抖起來","qgm","",""
"抖擻","qjqx","",""
"蚪","lj","",""
"陡","9o","",""
"陡坡","9ogx","",""
"陡立","9oyt","",""
"陡峻","9oux","",""
"陡峭","9oub","",""
"陡斜","9ooj","",""
"陡直","9ojm","",""
"陡然","9o,f","",""
"陡增","9oga","",""
"豆","mt","",""
"豆苗","mttw","",""
"豆腐","mt`b","",""
"豆干","mtmj","",""
"豆蔻","mttx","",""
"豆蔻年華","mt,t","",""
"豆花","mtt'","",""
"豆莢","mttk","",""
"豆漿","mt'e","",""
"豆漿","mt1e","",""
"豆豉","mtmx","",""
"豆沙","mte,","",""
"豆子","mt.b","",""
"豆芽","mttb","",""
"豆芽菜","mtt","",""
"豆油","mtew","",""
"逗","zt","",""
"逗點","ztwf","",""
"逗點","ztwr","",""
"逗留","zt,w","",""
"逗留","zt[w","",""
"逗號","ztr-","",""
"逗趣","ztgx","",""
"逗笑","zthk","",""
"荳","tt","",""
"荳","ttx","",""
"荳蔻","tt","",""
"荳蔻","tttx","",""
"荳蔻","ttx","",""
"荳蔻年華","tt,t","",""
"痘","yt","",""
"痘","`t","",""
"痘瘡","ytyr","",""
"痘瘡","yt`r","",""
"痘瘡","`tyr","",""
"痘瘡","`t`r","",""
"痘子","yt.b","",""
"痘子","`t.b","",""
"鬥","1b","",""
"鬥","a","",""
"鬥法","1be/","",""
"鬥法","ae/","",""
"鬥法","mbe/","",""
"鬥牛","1b,j","",""
"鬥牛","a,j","",""
"鬥牛陣","1,9","",""
"鬥牛陣","a,9","",""
"鬥牛士","1,g","",""
"鬥牛士","a,g","",""
"鬥雞","1b,0","",""
"鬥雞","a,0","",""
"鬥雞眼","1,w","",""
"鬥雞眼","a,w","",""
"鬥雞眼","m,w","",""
"鬥氣","1b,'","",""
"鬥氣","1b,d","",""
"鬥氣","a,'","",""
"鬥氣","a,d","",""
"鬥蟋蟀","1ll","",""
"鬥蟋蟀","all","",""
"鬥志","1bgp","",""
"鬥志","agp","",""
"鬥志高昂","1gya","",""
"鬥志高昂","agya","",""
"鬥智","1b,a","",""
"鬥智","a,a","",""
"鬥爭","1b,b","",""
"鬥爭","a,b","",""
"鬥士","1bg","",""
"鬥士","ag","",""
"鬥嘴","1brb","",""
"鬥嘴","arb","",""
"鬥毆","1b[x","",""
"鬥毆","a[x","",""
"鬥魚","1b,f","",""
"鬥魚","aa,f","",""
"竇","75","",""
"讀","45","",""
"丹","bm","",""
"丹田","bmw","",""
"丹青","bmjb","",""
"丹心","bmp","",""
"眈","w-","",""
"眈","w-x","",""
"眈眈","w-","",""
"眈眈","w-w-","",""
"眈眈","w-x","",""
"耽","9-","",""
"耽溺","9-en","",""
"耽擱","9-qa","",""
"耽擱","9-qr","",""
"耽誤","9-4k","",""
"聃","9bx","",""
"單","rj","",""
"單薄","rje;","",""
"單薄","rjt;","",""
"單方面","rym","",""
"單打","rjqb","",""
"單打獨鬥","rq,1","",""
"單打獨鬥","rq,a","",""
"單刀","rjn,","",""
"單刀直入","rmjo","",""
"單刀直入","rnjo","",""
"單單","rjrj","",""
"單調","rj4b","",""
"單獨","rj,n","",""
"單淘汰","ree","",""
"單醣","rjmr","",""
"單挑","rjq'","",""
"單挑","rjq-","",""
"單寧酸","r7m","",""
"單戀","rj3p","",""
"單槓","rjd5","",""
"單軌","rj2'","",""
"單口相聲","rrdg","",""
"單機作業","rdot","",""
"單價","rjo5","",""
"單句","rj,n","",""
"單據","rjq.","",""
"單親家庭","ry7`","",""
"單槍匹馬","rd[m","",""
"單線進行","r3z,","",""
"單相思","rdw","",""
"單向","rj,b","",""
"單項","rjm5","",""
"單項","rjm8","",""
"單行法","r,e","",""
"單行法規","r,eg","",""
"單行法規","r,ej","",""
"單行法規","r,em","",""
"單行道","r,z","",""
"單選","rjz8","",""
"單循環賽","r,m7","",""
"單車","rj2","",""
"單車旅行","r2y,","",""
"單程","rj,g","",""
"單程票","r,m","",""
"單傳","rjo;","",""
"單純","rj3'","",""
"單身","rj,b","",""
"單身貴族","r,ly","",""
"單身漢","r,e","",""
"單數","rj1x","",""
"單數","rjwx","",""
"單日","rja","",""
"單人房","ros","",""
"單人床","ro`","",""
"單字","rj7b","",""
"單子","rj.b","",""
"單色","rj,'","",""
"單一","rjm","",""
"單眼皮","rw.","",""
"單眼皮","rw`","",""
"單位","rjot","",""
"單月","rjb","",""
"單元","rjm-","",""
"單元劇","rmy","",""
"單元劇","rm`","",""
"鄲","r9","",""
"鄲","r9x","",""
"殫","mj","",""
"殫","mjx","",""
"簞","hj","",""
"簞食瓢飲","homo","",""
"儋","o4x","",""
"儋縣","oxwh","",""
"儋縣","ox'3","",""
"儋縣","ox13","",""
"儋縣","ox73","",""
"儋縣","oxw3","",""
"擔","q4","",""
"擔保","q4od","",""
"擔保權","qod","",""
"擔待","q4,;","",""
"擔當","q4tw","",""
"擔綱","q43b","",""
"擔架","q4jd","",""
"擔架","q4nd","",""
"擔驚受怕","qt,p","",""
"擔心","q4p","",""
"擔任","q4og","",""
"擔憂","q4mx","",""
"疸","ym","",""
"疸","`m","",""
"撢","qj","",""
"撢子","qj.b","",""
"撣","qjx","",""
"膽","b4","",""
"膽大包天","bk,m","",""
"膽大心細","bkp3","",""
"膽大妄為","bky,","",""
"膽大妄為","bkyy","",""
"膽囊","b4j[","",""
"膽量","b4ag","",""
"膽敢","b4mx","",""
"膽固醇","bwm","",""
"膽寒","b47y","",""
"膽怯","b4p/","",""
"膽小","b4,y","",""
"膽小","b4by","",""
"膽小鬼","b,,","",""
"膽小鬼","bb,","",""
"膽汁","b4ej","",""
"膽識","b44i","",""
"膽子","b4.b","",""
"石","mr","",""
"旦","am","",""
"旦角","am,b","",""
"但","om","",""
"但凡","om,'","",""
"但凡","om-y","",""
"但須","om,5","",""
"但是","omao","",""
"但書","om1a","",""
"但書","om]a","",""
"但願","om`5","",""
"淡","ef","",""
"淡泊","efea","",""
"淡泊名利","ee,,","",""
"淡薄","efe;","",""
"淡薄","eft;","",""
"淡漠","efek","",""
"淡淡","efef","",""
"淡化","efo'","",""
"淡季","ef,b","",""
"淡江","efem","",""
"淡出","efuu","",""
"淡水","efe","",""
"淡水河","eee","",""
"淡水湖","eee","",""
"淡水魚","ee,","",""
"淡然","ef,f","",""
"淡然處之","e,yy","",""
"淡然無味","e,,r","",""
"淡入","efo","",""
"淡雅","efm0","",""
"淡忘","efyp","",""
"啖","rf","",""
"氮",",'","",""
"氮",",f","",""
"氮肥",",fb'","",""
"啗","rm","",""
"啗","r]","",""
"萏","t]x","",""
"蛋",".l","",""
"蛋白",".l,a","",""
"蛋白質",".,,","",""
"蛋糕",".ltf","",""
"蛋黃",".lt8","",""
"蛋雞",".l,0","",""
"蛋卷",".lt'","",""
"憚","pj","",""
"彈","nj","",""
"彈道","njzw","",""
"彈道飛彈","nzmn","",""
"彈頭","njm5","",""
"彈弓","njn","",""
"彈盡援絕","n1q3","",""
"彈盡援絕","n]q3","",""
"彈珠","njmd","",""
"彈藥","njtd","",""
"彈丸","njj'","",""
"彈丸","njm'","",""
"彈丸之地","njyg","",""
"彈丸之地","nmyg","",""
"誕","4'","",""
"誕","4m","",""
"誕","4z","",""
"誕辰","4'`[","",""
"誕辰","4m`[","",""
"誕辰","4z`[","",""
"誕生","4',g","",""
"誕生","4m,g","",""
"誕生","4z,g","",""
"澹","e4","",""
"澹泊","e4ea","",""
"擔","q4","",""
"擔擔麵","qqj","",""
"擔擔麵","qqk","",""
"擔子","q4.b","",""
"擔仔麵","qoj","",""
"擔仔麵","qok","",""
"當","tw","",""
"當班","twmg","",""
"當兵","tw,8","",""
"當面","twmw","",""
"當代","twoi","",""
"當道","twzw","",""
"當地","twg'","",""
"當頭","twm5","",""
"當頭棒喝","tmdr","",""
"當年","tw,j","",""
"當令","two1","",""
"當令","two9","",""
"當令","twoy","",""
"當歸","tw,1","",""
"當歸","tws1","",""
"當關","twa1","",""
"當口","twrr","",""
"當空","tw7m","",""
"當機立斷","tdy'","",""
"當家","tw7.","",""
"當家花旦","t7ta","",""
"當家小生","t7,,","",""
"當家小生","t7b,","",""
"當今","two.","",""
"當局","twsn","",""
"當局者迷","tsgz","",""
"當前","twtb","",""
"當權","twd0","",""
"當下","twmy","",""
"當先","tw,-","",""
"當心","twp","",""
"當選","twz8","",""
"當之無愧","ty,p","",""
"當政","twmx","",""
"當中","twl","",""
"當眾","tw,.","",""
"當眾","tw,o","",""
"當眾","tww.","",""
"當眾","twwb","",""
"當眾","twwo","",""
"當差","twtm","",""
"當場","twgn","",""
"當初","twyn","",""
"當時","twa;","",""
"當世","tw't","",""
"當世","twm'","",""
"當世","twt'","",""
"當事者","tjg","",""
"當事者","tmg","",""
"當事人","tjo","",""
"當是","twao","",""
"當日","twa","",""
"當然","tw,f","",""
"當仁不讓","tom4","",""
"當兒","tw,-","",""
"當夜","twy.","",""
"當夜","twyx","",""
"當務之急","t.y,","",""
"當晚","twa-","",""
"噹","rw","",""
"噹噹","rwrw","",""
"璫","mwx","",""
"襠","yw","",""
"鐺","cw","",""
"党","t-x","",""
"擋","qw","",""
"擋不住","qmo","",""
"擋風","qw,'","",""
"擋風","qw-'","",""
"擋風","qw-l","",""
"擋風玻璃","q,mm","",""
"擋風玻璃","q-mm","",""
"擋土牆","qg'","",""
"擋土牆","qg1","",""
"擋路","qwrr","",""
"擋駕","qwjn","",""
"擋駕","qwnn","",""
"擋箭牌","qh,","",""
"擋箭牌","qh1","",""
"擋修","qwo,","",""
"擋雨","qw6","",""
"檔","dw","",""
"檔名","dw,r","",""
"檔期","dwtb","",""
"檔次","dwmo","",""
"檔次","dwyo","",""
"檔案","dw7d","",""
"檔案夾","d7k","",""
"檔案傳輸系統","d7o2","",""
"檔案室","d77","",""
"檔案搜尋系統","d7q]","",""
"黨","tf","",""
"黨報","tfgx","",""
"黨鞭","tftx","",""
"黨部","tfy9","",""
"黨派","tfe[","",""
"黨徒","tf,o","",""
"黨團","tfw;","",""
"黨綱","tf3b","",""
"黨國","tfwi","",""
"黨魁","tf,'","",""
"黨魁","tf,j","",""
"黨徽","tf,x","",""
"黨籍","tfha","",""
"黨紀","tf3'","",""
"黨禁","tfdy","",""
"黨旗","tfy8","",""
"黨性","tfpg","",""
"黨章","tfyj","",""
"黨爭","tf,b","",""
"黨政軍","tm7","",""
"黨證","tf4t","",""
"黨務","tf.n","",""
"黨羽","tfnn","",""
"黨員","tfr5","",""
"讜","4f","",""
"宕","7r","",""
"宕","7rx","",""
"當","tw","",""
"當票","twmy","",""
"當鋪","twcb","",""
"當掉","twqj","",""
"當頭","twm5","",""
"當天","twmk","",""
"當機","twdi","",""
"當真","twj8","",""
"當成","tw`i","",""
"當作","twom","",""
"當做","twox","",""
"蕩","tn","",""
"蕩蕩","tntn","",""
"蕩氣迴腸","t,zb","",""
"蕩然","tn,f","",""
"蕩然無存","t,,j","",""
"蕩漾","tnee","",""
"盪","em","",""
"盪舟","em,b","",""
"盪漾","emee","",""
"登",".t","",""
"登報",".tgx","",""
"登門",".ta","",""
"登門拜訪",".a,4","",""
"登門造訪",".az4","",""
"登峰造極",".uzd","",""
"登臺",".tgg","",""
"登堂入室",".to7","",""
"登天",".tmk","",""
"登徒子",".,.","",""
"登臨",".t[r","",""
"登陸",".t9g","",""
"登錄",".tce","",""
"登革熱",".tg","",""
"登高",".tyb","",""
"登高一呼",".ymr","",""
"登高望遠",".yyz","",""
"登科",".t,j","",""
"登基",".ttg","",""
"登機證",".d4","",""
"登機室",".d7","",""
"登記",".t4'","",""
"登場",".tgn","",""
"登時",".ta;","",""
"登山",".tu","",""
"登山隊",".u9","",""
"登山口",".ur","",""
"登載",".tgi","",""
"登載",".tji","",""
"登岸",".tuj","",""
"燈","ft","",""
"燈泡","fte'","",""
"燈謎","ft4d","",""
"燈謎","ft4z","",""
"燈塔","ftgr","",""
"燈籠","fth'","",""
"燈管","fthr","",""
"燈管","fth]","",""
"燈光","ftt-","",""
"燈控","ftqm","",""
"燈號","ftr-","",""
"燈花","ftt'","",""
"燈火","ftf","",""
"燈火管制","ffh,","",""
"燈會","ftoa","",""
"燈具","ft78","",""
"燈具","ftb8","",""
"燈心","ftp","",""
"燈芯","fttp","",""
"燈罩","ftwj","",""
"燈燭","ftfn","",""
"燈炷","ftfg","",""
"燈炷","ftfx","",""
"燈飾","fto1","",""
"燈絲","ft33","",""
"燈蛾","ftli","",""
"燈油","ftew","",""
"等","h;","",""
"等比","h;''","",""
"等比","h;1'","",""
"等不及","hm.","",""
"等分","h;8n","",""
"等分","h;8n","",""
"等待","h;,;","",""
"等等","h;h;","",""
"等第","h;h1","",""
"等第","h;hn","",""
"等同","h;br","",""
"等量","h;ag","",""
"等量齊觀","hayt","",""
"等高線","hy3","",""
"等號","h;r-","",""
"等候","h;ok","",""
"等級","h;3x","",""
"等距","h;r[","",""
"等閒","h;ab","",""
"等閒視之","hayy","",""
"等值","h;om","",""
"等式","h;im","",""
"等式","h;mi","",""
"等次","h;mo","",""
"等次","h;yo","",""
"等而下之","hmmy","",""
"等一會兒","hmo,","",""
"等一下","hmm","",""
"等壓線","h`3","",""
"等於","h;yy","",""
"戥","aix","",""
"戥子","ax.b","",""
"凳",".-","",""
"澄","et","",""
"澄清","eteb","",""
"鄧",".9","",""
"磴","mt","",""
"瞪","wt","",""
"瞪眼","wtw[","",""
"蹬","rt","",""
"鐙","ctx","",""
"氐",",i","",""
"氐",",m","",""
"低","om","",""
"低標準","ode","",""
"低眉","omsw","",""
"低迷","omzd","",""
"低迷不振","ozmq","",""
"低靡","om`m","",""
"低檔","omdw","",""
"低盪","omem","",""
"低等","omh;","",""
"低等動物","oh,,","",""
"低地","omg'","",""
"低調","om4b","",""
"低點","omwf","",""
"低點","omwr","",""
"低度","om`x","",""
"低頭","omm5","",""
"低能","om/'","",""
"低年級","o,3","",""
"低利","om,b","",""
"低利率","o,y","",""
"低劣","om,n","",""
"低劣","ombn","",""
"低廉","om`.","",""
"低廉","om`y","",""
"低落","omtr","",""
"低估","omor","",""
"低空","om7m","",""
"低級","om3x","",""
"低價","omo5","",""
"低階","om9a","",""
"低賤","om5i","",""
"低進","omz0","",""
"低氣壓",",.`","",""
"低氣壓","o,`","",""
"低下","ommy","",""
"低血糖","o,t","",""
"低薪","omt1","",""
"低胸","ombn","",""
"低脂","omba","",""
"低潮","omeb","",""
"低沉","ome-","",""
"低垂","om,g","",""
"低溼","omeg","",""
"低收入","o'o","",""
"低收入","o1o","",""
"低收入戶","o'os","",""
"低收入戶","o1os","",""
"低聲","omg9","",""
"低聲下氣","ogm,","",""
"低姿態","om/","",""
"低姿態","oy/","",""
"低姿勢","omg","",""
"低姿勢","oyg","",""
"低俗","omor","",""
"低速","omzd","",""
"低速檔","ozd","",""
"低矮","om,v","",""
"低凹","om1m","",""
"低凹","om71","",""
"低凹","om7m","",""
"低壓帶","o`j","",""
"低壓帶","o`m","",""
"低啞","omrm","",""
"低音","omya","",""
"低吟","omr.","",""
"低窪","om7g","",""
"低微","om,x","",""
"低溫","omem","",""
"低語","om4r","",""
"滴","eb","",""
"滴答","ebhr","",""
"滴滴答答","eehh","",""
"滴落","ebtr","",""
"滴管","ebhr","",""
"滴酒不沾","eeme","",""
"滴下","ebmy","",""
"滴血","eb,m","",""
"滴水","ebe","",""
"滴水不沾","eeme","",""
"滴水漏斗","eeey","",""
"滴水穿石","ee7m","",""
"滴水未沾","eeje","",""
"滴水未沾","eeme","",""
"滴液","ebe.","",""
"滴液","ebex","",""
"狄",",f","",""
"迪士尼樂園","zgs3","",""
"迪士尼卡通","zgsy","",""
"荻","tf","",""
"的","\","",""
"的",",n","",""
"的當","\\tw","",""
"的當",",ntw","",""
"的確",",nm0","",""
"迪","zw","",""
"迪斯可","ztm","",""
"笛","hw","",""
"笛聲","hwg9","",""
"笛子","hw.b","",""
"滌","ed","",""
"滌盡","ed1m","",""
"滌盡","ed]m","",""
"嘀","rb","",""
"嘀咕","rbrr","",""
"嫡","vb","",""
"嫡母","vb=y","",""
"嫡系","vb,3","",""
"嫡長子","vm.","",""
"嫡傳弟子","vot.","",""
"敵","yx","",""
"敵方","yxyn","",""
"敵對","yxt;","",""
"敵國","yxwi","",""
"敵愾同仇","ypbo","",""
"敵後","yx,x","",""
"敵機","yxdi","",""
"敵軍","yx72","",""
"敵情","yxpb","",""
"敵視","yxy-","",""
"敵手","yxq","",""
"敵人","yxo","",""
"敵意","yxyp","",""
"翟","n0","",""
"糴","o0","",""
"糴","o0x","",""
"底","`m","",""
"底本","`mdm","",""
"底部","`my9","",""
"底牌","`m,j","",""
"底盤","`m,m","",""
"底片","`m,'","",""
"底片","`m,.","",""
"底片","`m,1","",""
"底片","`m1'","",""
"底片","`m1.","",""
"底片","`m11","",""
"底面","`mmw","",""
"底定","`m7o","",""
"底稿","`m,b","",""
"底價","`mo5","",""
"底細","`m3w","",""
"底下","`mmy","",""
"底限","`m9[","",""
"底線","`m3e","",""
"底線抽球","`3qm","",""
"底薪","`mt1","",""
"底子","`m.b","",""
"底層","`msa","",""
"底色","`m,'","",""
"底案","`m7d","",""
"抵","qm","",""
"抵不過","qmz","",""
"抵免","qm,'","",""
"抵免","qm,-","",""
"抵命","qmo9","",""
"抵達","qmzj","",""
"抵擋","qmqw","",""
"抵賴","qmd5","",""
"抵賴","qmj5","",""
"抵扣","qmqr","",""
"抵抗","qmq-","",""
"抵抗力","qqj","",""
"抵抗力","qqn","",""
"抵減","qmei","",""
"抵消","qmeb","",""
"抵制","qm,b","",""
"抵債","qmo5","",""
"抵住","qmog","",""
"抵償","qmo5","",""
"抵稅","qm,-","",""
"抵罪","qmwm","",""
"抵死","qmm'","",""
"抵押","qmq1","",""
"抵押品","qqr","",""
"抵押放款","qqyg","",""
"抵押權","qqd","",""
"抵禦","qm,y","",""
"抵用","qmb1","",""
"抵用","qmbj","",""
"邸",",9","",""
"柢","dm","",""
"牴",",m","",""
"牴觸",",m,n","",""
"砥","mm","",""
"砥礪","mmmb","",""
"詆","4m","",""
"詆毀","4m,x","",""
"詆毀","4m[x","",""
"地","g'","",""
"地板","g'dx","",""
"地板操","gdq","",""
"地磅","g'mn","",""
"地標","g'dy","",""
"地表","g'j[","",""
"地步","g'1,","",""
"地盤","g',m","",""
"地盤下陷","g,m9","",""
"地皮","g'.x","",""
"地皮","g'`x","",""
"地痞","g'yr","",""
"地痞","g'`r","",""
"地平線","gm3","",""
"地坪","g'gj","",""
"地貌","g',-","",""
"地面","g'mw","",""
"地目","g'am","",""
"地目","g'ww","",""
"地目","g'wm","",""
"地方","g'yn","",""
"地方法院","gye9","",""
"地方官","gy7","",""
"地方戲","gyy","",""
"地方戲","gy`","",""
"地方戲曲","gyy1","",""
"地方戲曲","gy`1","",""
"地方政府","gym`","",""
"地方稅","gy,","",""
"地方人士","gyog","",""
"地方自治","gy,e","",""
"地方議會","gy4o","",""
"地府","g'`;","",""
"地大物博","gk,j","",""
"地帶","g'j1","",""
"地帶","g'm1","",""
"地道","g'zw","",""
"地道","g'zw","",""
"地底","g'`m","",""
"地點","g'wr","",""
"地點","g'wf","",""
"地段","g',x","",""
"地洞","g'eb","",""
"地動儀","g,o","",""
"地頭","g'm5","",""
"地頭蛇","gml","",""
"地攤","g'q0","",""
"地攤貨","gqo","",""
"地毯","g',f","",""
"地毯式","g,i","",""
"地毯式","g,m","",""
"地鐵","g'ci","",""
"地圖","g'ww","",""
"地牛發威","g,.`","",""
"地牛翻身","g,,,","",""
"地雷","g'6w","",""
"地壘","g'wg","",""
"地老天荒","ggmt","",""
"地理","g'mg","",""
"地理環境","gmmg","",""
"地理師","gm,","",""
"地理師","gms","",""
"地理位置","gmow","",""
"地力","g'jn","",""
"地力","g'mn","",""
"地利","g',b","",""
