¶r¿Wß«∏π,¶r,≥°≠∫,µßµe,•X≤{¿W¶∏,≤÷øn¿W¶∏,≤÷øn¶ §¿§Ò
1693,©s,§l,08,53,969392,96.37482900
1694,´Û,§·,09,53,969445,96.38009815
1695,¨¢,§Ù,09,53,969498,96.38536729
1696,ÆR,§k,10,53,969551,96.39063643
1697,ØQ,§ı,10,53,969604,96.39590558
1698,ØŸ,¶◊,10,53,969657,96.40117472
1699,±J,∆À,11,53,969710,96.40644386
1700,≤[,§Ù,11,53,969763,96.41171301
1701,≥Ù,§g,12,53,969816,96.41698215
1702,µS,§¸,12,53,969869,96.42225130
1703,∂P,®©,12,53,969922,96.42752044
1704,πŸ,§i,14,53,969975,96.43278958
1705,π˝,…L,14,53,970028,96.43805873
1706,∫N,§‚,14,53,970081,96.44332787
1707,ºL,§f,16,53,970134,96.44859702
1708,Ωœ,®•,15,53,970187,96.45386616
1709,øc,•◊,16,53,970240,96.45913530
1710,∆g,®•,26,53,970293,96.46440445
1711,®R,§Ù,07,52,970345,96.46957417
1712,®≥,∆÷,07,52,970397,96.47474390
1713,´’,∆Õ,09,52,970449,96.47991363
1714,≠], J,09,52,970501,96.48508335
1715,≠¶,®∂,09,52,970553,96.49025308
1716,≠—,§H,10,52,970605,96.49542280
1717,≤…,¶Ã,11,52,970657,96.50059253
1718,≥S,¶Á,11,52,970709,96.50576226
1719,µ≥,¶Õ,12,52,970761,96.51093198
1720,µ»,¶◊,12,52,970813,96.51610171
1721,∑x,§È,13,52,970865,96.52127143
1722,Ω˙,®Æ,15,52,970917,96.52644116
1723,¿Ω,§‚,17,52,970969,96.53161089
1724,ƒ£,¶–,20,52,971021,96.53678061
1725,ƒ´, J,20,52,971073,96.54195034
1726,•Ó,§H,06,51,971124,96.54702065
1727,ß®,§j,07,51,971175,96.55209096
1728,©„,§‚,08,51,971226,96.55716126
1729,≠ı,§f,10,51,971277,96.56223157
1730,Ø•,•€,10,51,971328,96.56730188
1731,µ«,¶◊,12,51,971379,96.57237219
1732,∑j,§‚,13,51,971430,96.57744250
1733,∑˚,•ÿ,13,51,971481,96.58251281
1734,ºp,∆Œ,15,51,971532,96.58758311
1735,æH,®∂,15,51,971583,96.59265342
1736,¬o,§Ù,18,51,971634,96.59772373
1737,≈Q,´B,21,51,971685,96.60279404
1738,•ı,§H,06,50,971735,96.60776493
1739,¶∞,§È,06,50,971785,96.61273582
1740,©˘,§È,08,50,971835,96.61770671
1741,ÆÆ,§ﬂ,11,50,971885,96.62267760
1742,ØΩ,¶Õ,10,50,971935,96.62764849
1743,±Ë,§Ï,11,50,971985,96.63261938
1744,≤Ω,•‹,11,50,972035,96.63759027
1745,¥b,§ﬂ,12,50,972085,96.64256116
1746,∑d,§‚,13,50,972135,96.64753205
1747,∏y,¶◊,13,50,972185,96.65250294
1748,∫G,§ﬂ,14,50,972235,96.65747383
1749,ªº,∆÷,14,50,972285,96.66244472
1750,ºC,§M,15,50,972335,96.66741561
1751,øi,•€,16,50,972385,96.67238650
1752,ƒﬂ,§ﬂ,21,50,972435,96.67735740
1753,(˘÷),•€,13,50,972485,96.68232829
1754,§’,§l,04,49,972534,96.68719976
1755,¶R,§f,06,49,972583,96.69207123
1756,¶¯,§H,07,49,972632,96.69694270
1757,ßœ,…L,07,49,972681,96.70181418
1758,™K,§Ï,08,49,972730,96.70668565
1759,´´,§g,09,49,972779,96.71155712
1760,≤o,§˚,11,49,972828,96.71642859
1761,≥g,®©,11,49,972877,96.72130007
1762,µU,§¸,12,49,972926,96.72617154
1763,∂X,®´,12,49,972975,96.73104301
1764,∂t,™˜,12,49,973024,96.73591448
1765,Ωo,¶Õ,15,49,973073,96.74078596
1766,¬Œ,¶‰,18,49,973122,96.74565743
1767,ƒ¥,®•,20,49,973171,96.75052890
1768,ßµ,§l,07,48,973219,96.75530096
1769,™™,§˚,08,48,973267,96.76007301
1770,¨÷,•◊,09,48,973315,96.76484507
1771,≠y,®Æ,09,48,973363,96.76961712
1772,Ø¨,•‹,10,48,973411,96.77438918
1773,ØÙ, J,10,48,973459,96.77916123
1774,µµ,¶Õ,12,48,973507,96.78393329
1775,∏j,¶Õ,13,48,973555,96.78870534
1776,ªI,¶◊,14,48,973603,96.79347740
1777,ª ,™˜,14,48,973651,96.79824945
1778,øP,§ı,16,48,973699,96.80302151
1779,¡–,®¨,17,48,973747,96.80779356
1780,ßŸ,§‡,07,47,973794,96.81246620
1781,Æ¿,§‚,10,47,973841,96.81713883
1782,Øk,∆‘,10,47,973888,96.82181147
1783,Ø‹,¶◊,10,47,973935,96.82648411
1784,≥®,™˜,11,47,973982,96.83115675
1785,≥Œ,§M,12,47,974029,96.83582938
1786,¥…,§Ï,12,47,974076,96.84050202
1787,µ˘,®•,12,47,974123,96.84517466
1788,∏~,¶◊,13,47,974170,96.84984729
1789,ªπ,∆÷,14,47,974217,96.85451993
1790,æ◊,§‚,16,47,974264,96.85919257
1791,¿J,´A,16,47,974311,96.86386521
1792,≈ ,§ﬂ,23,47,974358,96.86853784
1793,§Ô,§Ô,04,46,974404,96.87311106
1794,™x,§Ù,08,46,974450,96.87768428
1795,™œ,¶◊,08,46,974496,96.88225750
1796,Æª,§‚,10,46,974542,96.88683072
1797,Ø”,¶‘,10,46,974588,96.89140394
1798,∞f,∆÷,10,46,974634,96.89597716
1799,≤L,§Ù,11,46,974680,96.90055038
1800,≤¢,•Ã,11,46,974726,96.90512360
1801,¥Y,∆Œ,12,46,974772,96.90969682
1802,πG,∆÷,13,46,974818,96.91427003
1803,Ω≠, J,15,46,974864,96.91884325
1804,√£,•…,19,46,974910,96.92341647
1805,≈y,§Ù,22,46,974956,96.92798969
1806,¶x,§o,06,45,975001,96.93246349
1807,¶Ω,§Ù,06,45,975046,96.93693730
1808,ßf,§f,07,45,975091,96.94141110
1809,©…,§ﬂ,08,45,975136,96.94588490
1810,´—,§v,09,45,975181,96.95035870
1811,±‘,∆“,11,45,975226,96.95483250
1812,≥≥,™˙,11,45,975271,96.95930630
1813,¥r,§ﬂ,12,45,975316,96.96378010
1814,∑V,§ﬂ,13,45,975361,96.96825391
1815,∏¶, J,13,45,975406,96.97272771
1816,π–,§g,14,45,975451,96.97720151
1817,ª§,®•,14,45,975496,96.98167531
1818,ª€,´A,14,45,975541,96.98614911
1819,Ωk,¶Ã,15,45,975586,96.99062291
1820,¿ÿ,§Ù,17,45,975631,96.99509671
1821,¬O,§S,18,45,975676,96.99957052
1822,√~,§¸,19,45,975721,97.00404432
1823,√–,®•,19,45,975766,97.00851812
1824,∆~,¶À,32,45,975811,97.01299192
1825,©^,§j,08,44,975855,97.01736630
1826,©t,§l,08,44,975899,97.02174069
1827,©Ó,§‚,08,44,975943,97.02611507
1828,©˜,§È,08,44,975987,97.03048945
1829,™c,§Ù,08,44,976031,97.03486384
1830,∏n, I,13,44,976075,97.03923822
1831,∫},§Ù,14,44,976119,97.04361260
1832,ºQ,§f,15,44,976163,97.04798699
1833,º§,§ﬂ,15,44,976207,97.05236137
1834,ΩÂ,®©,15,44,976251,97.05673576
1835,æW,™˜,15,44,976295,97.06111014
1836,øU,§ı,16,44,976339,97.06548452
1837,¡x,¶◊,17,44,976383,97.06985891
1838,ƒÊ,§Ï,21,44,976427,97.07423329
1839,§π,§I,04,43,976470,97.07850826
1840,•È,§H,06,43,976513,97.08278322
1841,•¸,§I,06,43,976556,97.08705819
1842,ß©,§k,07,43,976599,97.09133315
1843,®I,§Ù,07,43,976642,97.09560812
1844,®Ù,§Q,08,43,976685,97.09988308
1845,©ª,…L,08,43,976728,97.10415805
1846,©Ù,§È,08,43,976771,97.10843302
1847,´k,§O,09,43,976814,97.11270798
1848,¨¿,•…,09,43,976857,97.11698295
1849,¥—,§Ï,12,43,976900,97.12125791
1850,π¥,§H,14,43,976943,97.12553288
1851,Ω}, I,15,43,976986,97.12980785
1852,æK,®ª,15,43,977029,97.13408281
1853,æÆ,∆≈,16,43,977072,97.13835778
1854,ø±,¶◊,16,43,977115,97.14263274
1855,¡È,™˜,17,43,977158,97.14690771
1856,¬y,§¸,18,43,977201,97.15118267
1857,ƒ‚,§‚,21,43,977244,97.15545764
1858,®˜,∆»,08,42,977286,97.15963319
1859,´˜,§‚,09,42,977328,97.16380874
1860,≠‚,∆≈,10,42,977370,97.16798428
1861,∞q,®∂,10,42,977412,97.17215983
1862,≤®,•‘,11,42,977454,97.17633538
1863,¥’,§Ï,12,42,977496,97.18051093
1864,µƒ,¶◊,12,42,977538,97.18468648
1865,∂b,®Æ,12,42,977580,97.18886202
1866,∏¡,¶‰,13,42,977622,97.19303757
1867,π],™˜,13,42,977664,97.19721312
1868,π¿,§f,14,42,977706,97.20138867
1869,∫V,∆“,14,42,977748,97.20556422
1870,ª¯,§H,15,42,977790,97.20973976
1871,º∑,§‚,15,42,977832,97.21391531
1872,ø«,¶Á,16,42,977874,97.21809086
1873,ƒU,§O,20,42,977916,97.22226641
1874,≈u,§‚,22,42,977958,97.22644196
1875,¶∑,§Ï,06,41,977999,97.23051809
1876,ß“,§ﬂ,07,41,978040,97.23459422
1877,®ø,™˙,07,41,978081,97.23867035
1878,©[,§g,08,41,978122,97.24274648
1879,™‚, J,08,41,978163,97.24682261
1880,≤Ô, J,11,41,978204,97.25089874
1881,¥H,∆À,12,41,978245,97.25497487
1882,¥œ,§Ï,12,41,978286,97.25905100
1883,π£,∞®,13,41,978327,97.26312713
1884,∫◊,•‹,14,41,978368,97.26720326
1885,ºq,∆Œ,15,41,978409,97.27127939
1886,º‚,§Ù,15,41,978450,97.27535552
1887,¡o,¶’,17,41,978491,97.27943165
1888,√˝,≠µ,19,41,978532,97.28350778
1889,ƒG,‘I,19,41,978573,97.28758391
1890,ƒ∂,®•,20,41,978614,97.29166004
1891,§Ì,§Ì,04,40,978654,97.29563675
1892,•ƒ,§Ù,05,40,978694,97.29961346
1893,¶Ø,§È,06,40,978734,97.30359018
1894,ßI,§I,07,40,978774,97.30756689
1895,¨¡,•…,09,40,978814,97.31154360
1896,¨Ã,∆‘,09,40,978854,97.31552031
1897,≠Z, J,09,40,978894,97.31949703
1898,∞≈,§M,11,40,978934,97.32347374
1899,ø¸,™˜,16,40,978974,97.32745045
1900,¡˜,´B,17,40,979014,97.33142716
1901,ƒq,•€,20,40,979054,97.33540387
1902,≈F,®Æ,21,40,979094,97.33938059
1903,≈s,§},22,40,979134,97.34335730
1904,≈},∆‘,22,40,979174,97.34733401
1905,≈ß,¶Á,22,40,979214,97.35131072
1906,§A,§A,01,39,979253,97.35518802
1907,§ƒ,∆∆,04,39,979292,97.35906531
1908,•·,§@,06,39,979331,97.36294261
1909,ßb,§f,07,39,979370,97.36681990
1910,™a,§Ù,08,39,979409,97.37069720
1911,≠C,¶’,09,39,979448,97.37457449
1912,ÆI,§g,10,39,979487,97.37845179
1913,Ø÷,¶◊,10,39,979526,97.38232908
1914,ØÓ, J,10,39,979565,97.38620638
1915,∞’,§f,11,39,979604,97.39008367
1916,¥‹,§Ì,12,39,979643,97.39396096
1917,∑◊,§ı,13,39,979682,97.39783826
1918,º¢,§ﬂ,15,39,979721,97.40171555
1919,º˛,•…,15,39,979760,97.40559285
1920,¬H,∂¡,17,39,979799,97.40947014
1921,¬≥,¶Ã,18,39,979838,97.41334744
1922,§√,∆∆,04,38,979876,97.41712531
1923,ß¥,§k,07,38,979914,97.42090319
1924,©b,§j,08,38,979952,97.42468107
1925,¨W,§Ï,09,38,979990,97.42845894
1926,≠X, J,09,38,980028,97.43223682
1927,≠˙,§f,10,38,980066,97.43601470
1928,Æb,∆À,10,38,980104,97.43979257
1929,Æ„,§Ï,10,38,980142,97.44357045
1930,≤\,§Ù,11,38,980180,97.44734833
1931,∏z,¶◊,13,38,980218,97.45112620
1932,π°,≠π,13,38,980256,97.45490408
1933,ªÔ,≥æ,14,38,980294,97.45868196
1934,ºF,…D,15,38,980332,97.46245984
1935,Ω≥, J,15,38,980370,97.46623771
1936,æJ,®ª,15,38,980408,97.47001559
1937,øo,•›,16,38,980446,97.47379347
1938,¡},¶·,17,38,980484,97.47757134
1939,√Q,∞≠,18,38,980522,97.48134922
1940,≈®,¶Á,22,38,980560,97.48512710
1941,≈º,∞©,23,38,980598,97.48890497
1942,∆_,™˜,25,38,980636,97.49268285
1943,§V,§@,03,37,980673,97.49636131
1944,§i,§i,03,37,980710,97.50003977
1945,¶æ,§Ù,06,37,980747,97.50371823
1946,¶ı,§H,07,37,980784,97.50739669
1947,ßk,§f,07,37,980821,97.51107514
1948,ßÌ,§‚,07,37,980858,97.51475360
1949,´J,§H,09,37,980895,97.51843206
1950,´Î,§ﬂ,09,37,980932,97.52211052
1951,±©,§ﬂ,11,37,980969,97.52578898
1952,±Á,§Ï,11,37,981006,97.52946744
1953,≥{,∆÷,11,37,981043,97.53314590
1954,≥€,§f,12,37,981080,97.53682436
1955,¥ª,§È,12,37,981117,97.54050282
1956,µı,¶Á,12,37,981154,97.54418127
1957,∂Ó,§g,13,37,981191,97.54785973
1958,∏u,¶’,13,37,981228,97.55153819
1959,Ωµ, J,15,37,981265,97.55521665
1960,æÂ,§È,16,37,981302,97.55889511
1961,¬‘,®•,18,37,981339,97.56257357
1962,≈¢,¶À,22,37,981376,97.56625203
1963,ıX,≠π,20,37,981413,97.56993049
1964,•z,§f,05,36,981449,97.57350953
1965,•Ò,§H,06,36,981485,97.57708857
1966,®™,®™,07,36,981521,97.58066761
1967,®¡,™˙,07,36,981557,97.58424665
1968,≠l,¶Ê,09,36,981593,97.58782569
1969,±_,∆Ã,11,36,981629,97.59140473
1970,≤™,∆‘,11,36,981665,97.59498378
1971,≥b,®®,11,36,981701,97.59856282
1972,≥‚,§f,12,36,981737,97.60214186
1973,µI,§ı,12,36,981773,97.60572090
1974,µ¨,¶À,12,36,981809,97.60929994
1975,ª@, I,14,36,981845,97.61287898
1976,ªW, J,14,36,981881,97.61645802
1977,ª≈,®ª,14,36,981917,97.62003706
1978,Ωº,¶‰,15,36,981953,97.62361610
1979,¿t,¿t,16,36,981989,97.62719515
1980,¬E,≥æ,17,36,982025,97.63077419
1981,√Ÿ,®©,19,36,982061,97.63435323
1982,ƒ…,≠ª,20,36,982097,97.63793227
1983,≈A,®•,21,36,982133,97.64151131
1984,•Y,…B,05,35,982168,97.64499093
1985,™”,¶◊,08,35,982203,97.64847056
1986,´y,§f,09,35,982238,97.65195018
1987,¨z,§Ù,09,35,982273,97.65542980
1988,≠S, J,09,35,982308,97.65890943
1989,Æ@,§f,10,35,982343,97.66238905
1990,ØE,§Ù,10,35,982378,97.66586867
1991,∞≠,∞≠,10,35,982413,97.66934830
1992,±≤,§‚,11,35,982448,97.67282792
1993,¥[,∆Œ,12,35,982483,97.67630754
1994,∂Ò,§g,13,35,982518,97.67978717
1995,ªr,¶Á,14,35,982553,97.68326679
1996,ªÆ,®™,14,35,982588,97.68674641
1997,ΩG,∆‘,15,35,982623,97.69022604
1998,æ¶,æ¶,15,35,982658,97.69370566
1999,¡l,¶–,17,35,982693,97.69718528
2000,¡u,¶◊,17,35,982728,97.70066491
2001,≈¯,¶Œ,24,35,982763,97.70414453
2002,∆{,‘J,29,35,982798,97.70762415
2003,•±,§},05,34,982832,97.71100436
2004,®O,§Ù,07,34,982866,97.71438456
2005,®{,¶◊,07,34,982900,97.71776477
2006,©n,§k,08,34,982934,97.72114498
2007,´Í,§ﬂ,09,34,982968,97.72452518
2008,´Ì,§ﬂ,09,34,983002,97.72790539
2009,∞^,®©,10,34,983036,97.73128559
2010,±ª,§‚,11,34,983070,97.73466580
2011,≥·,§f,12,34,983104,97.73804600
2012,¥U,§y,12,34,983138,97.74142621
2013,¥◊,§Ï,12,34,983172,97.74480641
2014,µY,•…,12,34,983206,97.74818662
2015,µ},•›,12,34,983240,97.75156682
2016,∂h,∆÷,12,34,983274,97.75494703
2017,π©,π©,13,34,983308,97.75832724
2018,π˙,§{,14,34,983342,97.76170744
2019,ΩÀ,®•,15,34,983376,97.76508765
2020,ø©, I,16,34,983410,97.76846785
2021,ø”,®•,16,34,983444,97.77184806
2022,¿Í,§ı,17,34,983478,97.77522826
2023,¡@,•ÿ,17,34,983512,97.77860847
2024,¬i,§Ï,18,34,983546,97.78198867
2025,√Z,≥æ,18,34,983580,97.78536888
2026,§≥,§H,04,33,983613,97.78864967
2027,¶–,¶–,06,33,983646,97.79193046
2028,®ÿ,§H,08,33,983679,97.79521124
2029,©h,§k,08,33,983712,97.79849203
2030,©•,§s,08,33,983745,97.80177282
2031,™N,§Ï,08,33,983778,97.80505361
2032,™Õ,¶◊,08,33,983811,97.80833439
2033,´ı,§‚,09,33,983844,97.81161518
2034,ÆT,§k,10,33,983877,97.81489597
2035,±»,§‚,11,33,983910,97.81817676
2036,≥º,≠∂,11,33,983943,97.82145754
2037,¥∑,§È,12,33,983976,97.82473833
2038,∂“,§O,13,33,984009,97.82801912
2039,º´,§ﬂ,15,33,984042,97.83129991
2040,ºÔ,§Ù,15,33,984075,97.83458070
2041,ΩF,∆‘,15,33,984108,97.83786148
2042,Ω|, I,15,33,984141,97.84114227
2043,¿›,§Ù,17,33,984174,97.84442306
2044,¡Ô,™˘,17,33,984207,97.84770385
2045,ƒa,§ﬂ,20,33,984240,97.85098463
2046,∆p,™˜,27,33,984273,97.85426542
2047,•æ,§Ï,05,32,984305,97.85744679
2048,®ƒ,∆¿,08,32,984337,97.86062816
2049,©Ô,§‚,08,32,984369,97.86380953
2050,≠Ø,™˙,09,32,984401,97.86699090
2051,≠ ,§H,10,32,984433,97.87017227
2052,∞·,§f,11,32,984465,97.87335364
2053,±y,§ﬂ,11,32,984497,97.87653501
2054,≤P,§Ù,11,32,984529,97.87971638
2055,≤^,§Ù,11,32,984561,97.88289775
2056,≤i,§ı,11,32,984593,97.88607912
2057,≤∞,•◊,11,32,984625,97.88926049
2058,¥È,§Ù,12,32,984657,97.89244186
2059,∑O,§ﬂ,13,32,984689,97.89562323
2060,∑∏,§Ù,13,32,984721,97.89880460
2061,∏@,•ÿ,13,32,984753,97.90198597
2062,πƒ,§f,14,32,984785,97.90516734
2063,ª`, J,14,32,984817,97.90834871
2064,ªÊ,≠π,14,32,984849,97.91153008
2065,¿Ô,§ˆ,17,32,984881,97.91471145
2066,ƒ∆,≠∑,20,32,984913,97.91789282
2067,ƒÀ,∞®,20,32,984945,97.92107419
2068,ƒÈ,§Ù,21,32,984977,97.92425556
2069,ßE,§H,07,31,985008,97.92733751
2070,ß≈,§u,07,31,985039,97.93041946
2071,©¨,§y,08,31,985070,97.93350142
2072,™›, J,08,31,985101,97.93658337
2073,´j,§O,09,31,985132,97.93966532
2074,´s,§f,09,31,985163,97.94274727
2075,¨B,§‚,09,31,985194,97.94582922
2076,≠G,¶◊,09,31,985225,97.94891118
2077,ÆQ,§k,10,31,985256,97.95199313
2078,Æ˚,§Ù,10,31,985287,97.95507508
2079,±Ì,§Ï,11,31,985318,97.95815703
2080,≥Î,§f,12,31,985349,97.96123898
2081,µ√,¶◊,12,31,985380,97.96432094
2082,∏Æ, J,13,31,985411,97.96740289
2083,πO,∆÷,13,31,985442,97.97048484
2084,∫z,§Ù,14,31,985473,97.97356679
2085,ª[, J,14,31,985504,97.97664874
2086,ªª,∆÷,14,31,985535,97.97973070
2087,æU,™˜,15,31,985566,97.98281265
2088,¬Ê,®ª,18,31,985597,97.98589460
2089,∆J,∞®,24,31,985628,97.98897655
2090,¶T,§f,06,30,985658,97.99195909
2091,ß¸,§Ï,07,30,985688,97.99494162
2092,™q,§Ù,08,30,985718,97.99792416
2093,¨¬,•…,09,30,985748,98.00090669
2094,Æ©,§ﬂ,10,30,985778,98.00388922
2095,Æ·,§Ï,10,30,985808,98.00687176
2096,∞∞,§H,11,30,985838,98.00985429
2097,≤‚,¶’,11,30,985868,98.01283683
2098,≥Í,§f,12,30,985898,98.01581936
2099,¥¶,§‚,12,30,985928,98.01880190
2100,µ¬,¶÷,12,30,985958,98.02178443
2101,∑µ,…_,13,30,985988,98.02476696
2102,∏ÿ,®•,13,30,986018,98.02774950
2103,∏‡,®•,13,30,986048,98.03073203
2104,∏Ï,®©,13,30,986078,98.03371457
2105,π{,≠∂,13,30,986108,98.03669710
2106,∫|,§Ù,14,30,986138,98.03967964
2107,ªG,¶◊,14,30,986168,98.04266217
2108,æ’,§‚,16,30,986198,98.04564470
2109,øÿ,®•,16,30,986228,98.04862724
2110,¬Ï,™˜,18,30,986258,98.05160977
2111,√˙,´B,19,30,986288,98.05459231
2112,§Y,∆ø,03,29,986317,98.05747542
2113,•∏,§Á,05,29,986346,98.06035854
2114,™g,§Ù,08,29,986375,98.06324166
2115,™’,¶◊,08,29,986404,98.06612477
2116,´r,§f,09,29,986433,98.06900789
2117,´Ω,§k,09,29,986462,98.07189101
2118,´√,§k,09,29,986491,98.07477412
2119,´Õ,§r,09,29,986520,98.07765724
2120,Ø·,¶◊,10,29,986549,98.08054036
2121,≥ ,§H,12,29,986578,98.08342347
2122,¥o,§ﬂ,12,29,986607,98.08630659
2123,¥},§‚,12,29,986636,98.08918971
2124,µd,•Õ,12,29,986665,98.09207282
2125,∏O,•€,13,29,986694,98.09495594
2126,π‡,§k,14,29,986723,98.09783905
2127,∫M,§‚,14,29,986752,98.10072217
2128,∫—,•€,14,29,986781,98.10360529
2129,∫È,¶Ã,14,29,986810,98.10648840
2130,∫¯,¶Õ,14,29,986839,98.10937152
2131,ºª,§‚,15,29,986868,98.11225464
2132,Ωr,¶Õ,15,29,986897,98.11513775
2133,√c,§g,19,29,986926,98.11802087
2134,ƒÂ,§Ï,21,29,986955,98.12090399
2135,≈n,§f,22,29,986984,98.12378710
2136,≈ﬁ,∆÷,23,29,987013,98.12667022
2137,¶Z,§f,06,28,987041,98.12945392
2138,¶Î,∆¬,07,28,987069,98.13223762
2139,ßr,§f,07,28,987097,98.13502132
2140,ß ,∆œ,07,28,987125,98.13780501
2141,©∫,…L,08,28,987153,98.14058871
2142,©∆,§ﬂ,08,28,987181,98.14337241
2143,´b,§M,09,28,987209,98.14615611
2144,¨Ë,•‹,09,28,987237,98.14893981
2145,≠s,®©,09,28,987265,98.15172351
2146,ÆH,§g,10,28,987293,98.15450721
2147,ÆJ,§g,10,28,987321,98.15729090
2148,Æº,§‚,10,28,987349,98.16007460
2149,∞J,¶Á,10,28,987377,98.16285830
2150,±I,∆À,11,28,987405,98.16564200
2151,≤n,§¯,11,28,987433,98.16842570
2152,∑ÿ,§ı,13,28,987461,98.17120940
2153,∑‰,•…,13,28,987489,98.17399310
2154,π”,§g,14,28,987517,98.17677680
2155,∫¢,§Ù,14,28,987545,98.17956049
2156,ª], J,14,28,987573,98.18234419
2157,ø´,¶–,16,28,987601,98.18512789
2158,ø‘,®•,16,28,987629,98.18791159
2159,¡B,•⁄,17,28,987657,98.19069529
2160,¬s,§Ù,18,28,987685,98.19347899
2161,∆l,¶Õ,27,28,987713,98.19626269
2162,‡≠,®ª,13,28,987741,98.19904638
2163,ßT,§O,07,27,987768,98.20173067
2164,ß¢,§g,07,27,987795,98.20441495
2165,©g,§k,08,27,987822,98.20709923
2166,´d,§M,09,27,987849,98.20978351
2167,≠‹,§H,10,27,987876,98.21246779
2168,Æ∞,§·,10,27,987903,98.21515207
2169,Øv,•ÿ,10,27,987930,98.21783635
2170,±À,§‚,11,27,987957,98.22052063
2171,≤O,§Ù,11,27,987984,98.22320491
2172,∂∆,§H,13,27,988011,98.22588919
2173,∏¢,¶◊,13,27,988038,98.22857347
2174,∫w,§Ù,14,27,988065,98.23125775
2175,∫£,§Ù,14,27,988092,98.23394204
2176,ªÓ,∞≠,14,27,988119,98.23662632
2177,ºı,§ı,15,27,988146,98.23931060
2178,Ω·,®©,15,27,988173,98.24199488
2179,æT,™˜,15,27,988200,98.24467916
2180,æŸ,§‚,16,27,988227,98.24736344
2181,¬», J,18,27,988254,98.25004772
2182,√√, J,19,27,988281,98.25273200
2183,≈G,®Ø,21,27,988308,98.25541628
2184,∆Z,¶‰,25,27,988335,98.25810056
2185,•˚,§I,06,26,988361,98.26068543
2186,¶Æ,§È,06,26,988387,98.26327029
2187,™¥,•…,08,26,988413,98.26585515
2188,™»,¶Õ,08,26,988439,98.26844002
2189,™Ÿ,¶ﬁ,08,26,988465,98.27102488
2190,¨ﬁ,•ÿ,09,26,988491,98.27360974
2191,≠•,®∂,09,26,988517,98.27619460
2192,Æﬂ,§Ï,10,26,988543,98.27877947
2193,Ø—,¶‘,10,26,988569,98.28136433
2194,±T,§s,11,26,988595,98.28394919
2195,≥≈,§H,12,26,988621,98.28653406
2196,¥Ø,∆“,12,26,988647,98.28911892
2197,¥˜,§Ù,12,26,988673,98.29170378
2198,µæ,¶–,12,26,988699,98.29428865
2199,µ‰, J,12,26,988725,98.29687351
2200,∏˙,®≠,13,26,988751,98.29945837
2201,πd,™˜,13,26,988777,98.30204323
2202,∫ª,§¸,14,26,988803,98.30462810
2203,∫¿,•…,14,26,988829,98.30721296
2204,ªŒ,™˜,14,26,988855,98.30979782
2205,º≈,∆“,15,26,988881,98.31238269
2206,ºÍ,§Ù,15,26,988907,98.31496755
2207,ΩÓ,®¨,15,26,988933,98.31755241
2208,æ¡,§g,16,26,988959,98.32013728
2209,æÛ,§Ï,16,26,988985,98.32272214
2210,¿±,§},17,26,989011,98.32530700
2211,¡“,®Æ,17,26,989037,98.32789187
2212,¬›,®¨,18,26,989063,98.33047673
2213,√k,§‚,19,26,989089,98.33306159
2214,√‚,®Æ,19,26,989115,98.33564645
2215,ƒA,≠∂,19,26,989141,98.33823132
2216,≈x,§Ù,22,26,989167,98.34081618
2217,€£, J,12,26,989193,98.34340104
2218,¶⁄,¶⁄,06,25,989218,98.34588649
2219,©},§r,08,25,989243,98.34837193
2220,©£,§s,08,25,989268,98.35085738
2221,©È,§‚,08,25,989293,98.35334282
2222,™º,•ÿ,08,25,989318,98.35582827
2223,´”,§y,09,25,989343,98.35831371
2224,¨˚,¶Œ,09,25,989368,98.36079916
2225,≠T, J,09,25,989393,98.36328461
2226,≠m,¶Á,09,25,989418,98.36577005
2227,≠ß,®∂,09,25,989443,98.36825550
2228,±Ù,§Ï,11,25,989468,98.37074094
2229,≥u,∆÷,11,25,989493,98.37322639
2230,≥},∆÷,11,25,989518,98.37571183
2231,≥Æ,™˙,11,25,989543,98.37819728
2232,∏],•ﬁ,13,25,989568,98.38068272
2233,πa,™˜,13,25,989593,98.38316817
