
!	！
#	＃
$	＄
tf	薰
tf	蘸
tf	羔
tf	荻
tf	鞦
tf	鱉
tf3	萬榮鄉
tfx	苂
tfx	菼
tfx	萩
tfx	蓔
tfx	羰
tfx	蔒
tfx	藀
tfx	爇
tfx	藨
tfx	鯗
tfx	韅
tg	基
tg	堂
tg	莊
tg	董
tg	粧
tg	塑
tg	荃
tg	鞋
tg	糧
tg	墓
tg	薩
tg	荏
tg	薹
tg3	花壇鄉
tgdm	基本
tgx	芏
tgx	茌
tgx	茥
tgx	荎
tgx	茬
tgx	堇
tgx	莝
tgx	菫
tgx	粴
tgx	菙
tgx	葟
tgx	蓳
tgx	蕫
tgx	黈
tgx	薶
tgx	蘣
tgx	蘳
tgx	蘲
th	巷
th3	蘆竹鄉
ti	義
ti	藏
ti	羲
ti	茂
ti	蔑
ti	戡
ti	葳
ti	莪
tix	芅
tix	苠
tix	茙
tix	茷
tix	莪
tix	荿
tix	羢
tix	葴
tix	葳
tix	蒧
tix	羬
tix	蕆
tix	薉
tix	蕺
tix	薎
tix	馘
tix	鞿
tix	蘵
tix	虃
tj	華
tj	半
tj	萍
tj	料
tj	草
tj	薛
tj	羊
tj	革
tj	粹
tj	蓬
tj	蕈
tj	斟
tj	萃
tj	蘚
tj	韃
tj	葦
tj	莘
tj	薜
tj	丼
tj	芊
tjc	草屯鎮
tjm	董事長
tjob	華僑
tjx	丼
tjx	芊
tjx	籵
tjx	粁
tjx	苹
tjx	牶
tjx	荈
tjx	菶
tjx	萆
tjx	靬
tjx	葎
tjx	斠
tjx	粺
tjx	蓒
tjx	靽
tjx	蔊
tjx	蓽
tjx	韏
tjx	斢
tjx	蕇
tjx	蕣
tjx	蕼
tjx	薢
tjx	薘
tjx	鞞
tjx	鞬
tjx	藫
tjx	蘀
tk	美
tk	英
tk	莫
tk	葵
tk	芙
tk	猷
tk	羹
tk	奠
tk	莢
tk	鞅
tk	糢
tk	蔟
tk	糗
tkwi	英國
tkx	芵
tkx	芺
tkx	苵
tkx	荑
tkx	茯
tkx	荴
tkx	羠
tkx	葖
tkx	葔
tkx	蒺
tkx	蓂
tkx	蒛
tkx	獘
tkx	蔟
tkx	糗
tkx	薁
tkx	藈
tl	茯
tlx	茧
tlx	蛬
tlx	糔
tlx	糨
tlx	蟞
tlx	蟴
tlx	蠆
tlx	蟼
tlx	蠤
tm	並
tm	益
tm	差
tm	甘
tm	蓋
tm	藍
tm	菲
tm	萱
tm	粗
tm	羞
tm	蘊
tm	莖
tm	舊
tm	羶
tm	蘆
tm	韁
tm	芷
tm	苯
tm	靼
tm	薑
tm	羥
tm	薤
tm'	苗栗縣
tm7	苗栗縣
tm[	苓雅區
tmw	苗栗縣
tmx	芢
tmx	苴
tmx	苲
tmx	苤
tmx	粈
tmx	茳
tmx	荁
tmx	羝
tmx	莁
tmx	莛
tmx	莋
tmx	莥
tmx	莚
tmx	菹
tmx	菧
tmx	萓
tmx	羥
tmx	葃
tmx	葅
tmx	葒
tmx	葄
tmx	葐
tmx	蒫
tmx	蒩
tmx	靻
tmx	蔖
tmx	蕤
tmx	薀
tmx	薤
tmx	鞚
tmx	藎
tmx	糮
tmx	蘁
tmx	藶
tmx	虀
tmx	蘼
tmy	苗栗市
tn	芬
tn	芳
tn	翔
tn	菊
tn	勤
tn	勸
tn	剪
tn	驚
tn	粉
tn	薦
tn	弟
tn	券
tn	勘
tn	募
tn	勒
tn	苟
tn	荔
tn	荀
tn	驀
tn	莠
tn	萄
tn	葡
tn	彆
tn	蕩
tn	芍
tn	萼
tn	鞠
tn	蓊
tn	蔔
tn	韉
tn	艿
tn	芎
tn	葯
tnx	芀
tnx	艿
tnx	芎
tnx	芴
tnx	芶
tnx	茍
tnx	弮
tnx	茀
tnx	苭
tnx	粅
tnx	羒
tnx	荂
tnx	羛
tnx	荺
tnx	莇
tnx	莮
tnx	菞
tnx	菂
tnx	靮
tnx	蒍
tnx	葧
tnx	葝
tnx	葋
tnx	葂
tnx	葯
tnx	蒡
tnx	蒟
tnx	蒻
tnx	蒶
tnx	靿
tnx	勱
tnx	翦
tnx	蔫
tnx	蓩
tnx	糑
tnx	蕛
tnx	蕮
tnx	黺
tnx	懃
tnx	薚
tnx	翷
tnx	蘤
tnx	鞫
tnx	藭
tnx	蘜
tnx	蘙
tnx	蠲
tnx	虋
to	歡
to	歉
to	欺
to	羨
to	歎
to	苡
to	蕨
to	茨
to	萸
to	躉
to	蹩
toc	善化鎮
tox	芡
tox	羑
tox	苡
tox	荄
tox	莰
tox	羡
tox	萣
tox	萐
tox	菮
tox	歁
tox	蓗
tox	蔌
tox	蓰
tox	蓯
tox	蔙
tox	薟
tox	藃
tox	藂
tox	薿
tox	蹩
tox	鞮
tox	羷
tox	藗
tp	慈
tp	惹
tp	蕙
tp	恭
tp	慕
tp	芯
tp	蕊
tp	恙
tp	蔥
tp	憋
tp	薏
tpx	苾
tpx	莣
tpx	荵
tpx	惎
tpx	葸
tpx	葾
tpx	愬
tpx	蒠
tpx	憋
tpx	懃
tpx	憼
tpx	薏
tpx	懟
tpx	藘
tpx	藯
tpx	蘟
tpx	戁
tq	掌
tq	拳
tq	擎
tq	摹
tqx	拲
tqx	揱
tqx	蒘
tqx	藆
tqx	藦
tr	若
tr	蓉
tr	苦
tr	善
tr	碁
tr	茹
tr	糖
tr	落
tr	菇
tr	粘
tr	蒼
tr	蓓
tr	菩
tr	茗
tr	糙
tr	莒
tr	蘑
tr	茄
tr	苔
tr	菅
trx	苕
trx	苫
trx	茖
trx	茩
trx	荅
trx	粘
trx	莕
trx	莙
trx	菇
trx	菪
trx	菬
trx	萿
trx	葀
trx	蓎
trx	鞀
trx	鞊
trx	鞈
trx	蕗
trx	藞
trx	鞳
trx	蘦
trx	虈
tt	並
tt	粒
tt	弊
tt	蒞
tt	井
tt	莽
tt	并
tt	葬
tt	丼
tt	荳
tt'	花蓮縣
tt3	芳苑鄉
tt3	茄萣鄉
tt7	花蓮縣
ttw	花蓮縣
ttx	丼
ttx	苙
ttx	荓
ttx	荳
ttx	菈
ttx	萛
ttx	蓱
ttx	鞡
ttx	鞥
ttx	蘴
tty	花蓮市
tu	茁
tu3	萬巒鄉
tu3	蘭嶼鄉
tux	蔤
tv	姜
tv	萎
tv	萋
tv	鞍
tvx	籹
tvx	荌
tvx	荽
tvx	菨
tvx	蒆
tvx	葽
tvx	葌
tvx	嫳
tvx	蔞
tvx	鞻
tvx	蘡
tw	當
tw	首
tw	蓄
tw	瞥
tw	菌
tw	苗
tw	藩
tw	茜
tw	酋
tw	茵
tw	眷
tw	蕃
tw	蕾
tw	薔
tw	苜
tw	茴
tw	糰
tw3	萬里鄉
tw3	芬園鄉
twx	苖
twx	苬
twx	茜
twx	莤
twx	莔
twx	粞
twx	菑
twx	菗
twx	蒏
twx	葍
twx	葙
twx	萺
twx	蓾
twx	蔨
twx	蔮
twx	瞢
twx	蕕
twx	羳
twx	藟
twx	蘠
tx	敬
tx	散
tx	獲
tx	穫
tx	護
tx	叢
tx	薇
tx	敝
tx	艾
tx	敞
tx	叛
tx	蔽
tx	菱
tx	蔓
tx	蕞
tx	敉
tx	蔆
tx	菠
tx	菽
tx	菔
tx	粳
tx	鞭
tx	芟
tx	芰
tx	葭
tx	藪
tx	夔
tx	茭
tx	羧
tx	蔻
txx	艸
txx	芠
txx	芨
txx	苃
txx	粀
txx	茇
txx	粄
txx	羖
txx	茭
txx	荍
txx	荾
txx	莈
txx	菆
txx	菣
txx	菝
txx	皵
txx	羧
txx	萲
txx	葰
txx	葠
txx	葮
txx	靸
txx	蓌
txx	蓛
txx	蒰
txx	蒑
txx	鞁
txx	蔻
txx	蔎
txx	蔜
txx	蔱
txx	蔋
txx	蕧
txx	蕔
txx	薣
txx	蕸
txx	薆
txx	薂
txx	薐
txx	黻
txx	藙
txx	藑
txx	藢
txx	蘉
txx	羻
txx	蘞
txx	韄
ty	蔡
ty	慕
ty	兼
ty	恭
ty	菸
ty	苓
ty	蒜
ty	粽
ty	羚
ty	菟
ty	芣
ty	丼
ty3	觀音鄉
tyc	苑裡鎮
tyx	丼
tyx	芐
tyx	苶
tyx	苳
tyx	菾
tyx	蒹
tyx	蒝
tyx	蔈
tyx	蔠
tyx	羱
tyx	薕
tyx	蕶
tyx	薸
tyx	蘌
tz	蓮
tz	蓬
tz	韆
tz	韃
tz'	花蓮縣
tz7	花蓮縣
tzw	花蓮縣
tzx	薳
tzy	花蓮市
u	山
u'	凱
u'	屹
u'	巍
u'	崑
u'	嵐
u'	嵬
u'x	屺
u'x	岮
u'x	峗
u'x	峞
u'x	峔
u'x	崦
u'x	嵁
u'x	崺
u'x	巃
u,	艸
u,x	艸
u,x	芔
u,x	嵃
u,x	茻
u,x	嵺
u,x	嵾
u-	凱
u-	巍
u-	覬
u-	峴
u-	巉
u-x	屼
u-x	岏
u-x	嵬
u-x	嶢
u-x	颽
u.	岑
u.x	岒
u/	巍
u/	崧
u/	嵬
u0	崔
u0	糶
u0x	嶊
u0x	嶉
u0x	巏
u0x	糶
u1	嶄
u1	岬
u13	崙背鄉
u1x	岓
u1x	岕
u1x	岬
u1x	崹
u1x	嵽
u1x	巋
u2x	輋
u3x	嵫
u5	嶺
u5	巔
u5	顓
u5x	崸
u5x	嵿
u5x	顗
u5x	巑
u8	嶼
u8x	岤
u9x	酅
u;	峙
u;x	崶
u;x	嶈
u;x	嶟
u=x	嵑
u=x	嶱
u[	嶇
u[x	岠
u[x	峎
u[x	崀
u[x	嶩
u`	Ｕ
u``	ㄧ
u`l	ｕ
uax	岶
uax	崏
uax	嶆
uax	嶍
uax	嶒
uax	嶜
ub	崗
ub	剴
ub	崩
ub	嵩
ub	崙
ub	崎
ub	峭
ub	峒
ub	耑
ub	崢
ub	崤
ubx	岈
ubx	岢
ubx	峛
ubx	峏
ubx	峟
ubx	峬
ubx	剬
ubx	崞
ubx	崝
ubx	嵎
ubx	崳
ubx	崱
ubx	嵉
ubx	剻
ubx	嶠
ubx	巂
ubx	雟
ucx	崟
ud	嶸
udx	崠
udx	崍
udx	嵊
udx	嵥
udx	嵲
udx	嶪
udx	櫱
udx	糱
uf	炭
ufx	嶕
ug	崖
ugx	峌
ugx	峚
ugx	崲
ugx	嵀
ugx	嵼
ui	峨
ui	岷
ui	崴
uix	峸
uix	嵅
uix	嶬
uix	嶯
uix	巀
uix	巇
uj	峰
uj	岸
uj	嶂
ujx	峷
ujx	崋
ujx	崥
ujx	崒
ujx	嵙
ujx	嵂
ujx	嶂
ujx	嶙
ujx	嶧
ujx	嶰
ujx	嶭
uk	峽
uk	嶽
uk	獃
ukx	岆
ukx	岟
ukx	峓
ukx	獃
ukx	巘
ul	蚩
ulx	嵹
ulx	蠥
um	崆
um	嵯
um3	崁頂鄉
umx	岯
umx	岨
umx	岝
umx	峘
umx	嶵
un	峋
unx	屴
unx	屻
unx	岉
unx	岣
unx	岪
unx	岰
unx	峋
unx	崿
unx	崵
unx	嵨
unx	嶀
unx	嶗
unx	嶲
uo	嵌
uo	崁
uo	嶔
uox	峐
uox	崨
uox	崼
uox	歂
uox	嵷
uox	嶡
uox	嶮
uox	嶷
upx	崽
uqd	山打根
ur	岩
ur	峪
ur	峇
urx	岵
urx	岧
urx	峉
urx	峇
urx	峈
urx	峆
urx	峿
urx	峮
urx	崌
urx	嵱
urx	嵣
urx	嵢
urx	巆
us3	峨眉鄉
ut	豈
ut	嶝
utx	岍
utx	岦
uu	出
uu	崛
uu3	山上鄉
uux	屾
uvx	峖
uvx	崣
uvx	嶁
uvx	巕
uw	岫
uwx	崰
uwx	崮
uwx	崷
uwx	嵋
uwx	嵧
uwx	嶓
ux	巖
ux	峻
ux	岐
ux	岌
uxx	岋
uxx	岥
uxx	崚
uxx	嵕
uxx	敳
uy	崇
uy	祟
uyx	岭
uyx	嶚
v	女
v'	她
v'	婉
v'	妃
v'	妮
v'	姥
v'	娓
v'	姚
v'	妣
v'	媲
v'x	奼
v'x	姽
v'x	婘
v'x	孋
v,	妙
v,x	姼
v,x	娏
v,x	嫪
v-	姚
v-	娩
v-	嬈
v-x	妧
v-x	姺
v-x	姵
v-x	娊
v-x	婗
v-x	媿
v.	嫁
v.	嫌
v.x	妗
v/	嬤
v/x	妘
v/x	妐
v0x	嬥
v0x	鴽
v1	婦
v1	姊
v1	娣
v1	帑
v1	嫦
v1x	妎
v1x	妡
v1x	妽
v1x	帤
v1x	婂
v3	絮
v3	嫘
v3	嬤
v3x	妶
v3x	娹
v3x	嫊
v4x	娮
v5	嬪
v5x	媜
v5x	嬇
v5x	嬾
v8x	娸
v8x	婰
v8x	嫇
v8x	嫹
v9	娜
v9x	媶
v;	嫥
v;x	媷
v;x	嫥
v;x	嬦
v=	姆
v[	娘
v[	姬
v[	婊
v[	嫗
v[	嬝
v[	孃
v[	娠
v[x	姖
v[x	媴
v[x	嫟
v[x	嬛
v]x	嫍
v`	Ｖ
v``	ㄒ
v`l	ｖ
va	婚
va	娼
va	嫻
va	嫺
vax	媎
vax	媋
vb	好
vb	娟
vb	嬌
vb	婷
vb	姍
vb	嫺
vb	婿
vb	婀
vb	嫡
vb	媾
vb	妤
vb	媧
vb	孥
vb	婧
vb	嫞
vbo.	好像
vbx	妠
vbx	姌
vbx	孥
vbx	姷
vbx	姛
vbx	姠
vbx	娳
vbx	婧
vbx	婤
vbx	婍
vbx	媦
vbx	媥
vbx	媮
vbx	媊
vbx	媩
vbx	婻
vbx	媏
vbx	嫭
vbx	嫞
vbx	嫷
vbx	嬭
vbx	嬣
vbx	嬬
vbx	嬼
vbx	孈
vd	妹
vd	媒
vd	嫻
vd	姝
vdx	妺
vdx	姀
vdx	姝
vdx	娕
vdx	婐
vdx	婇
vdx	媟
vdx	媬
vdx	媃
vdx	嫀
vdx	嬠
vex	嫝
vf	嫵
vf	嫬
vfx	婒
vfx	嫬
vfx	嫶
vfx	嬿
vg	姓
vg	姪
vg	娃
vg	妊
vg	娌
vgx	妵
vgx	姾
vgx	娗
vgx	婬
vgx	娾
vgx	娷
vgx	媓
vgx	嬔
vgx	嬞
vgx	嬯
vi	娥
vix	娀
vix	嬂
vix	孅
vj	奸
vj	嬋
vj	婢
vj	姅
vj	嫜
vjx	奷
vjx	妦
vjx	姩
vjx	婞
vjx	婥
vjx	婩
vjx	嫜
vjx	嫴
vjx	嬅
vk	娛
vk	妖
vk	姨
vk	嫉
vkx	姎
vkx	娭
vkx	媄
vkx	嫫
vkx	嫨
vkx	嬽
vlx	媸
vm	姐
vm	妞
vm	媼
vm	妲
vmx	妅
vmx	妲
vmx	姃
vmx	姮
vmx	娙
vmx	婭
vmx	媗
vmx	嫿
vmx	嬗
vmx	嬧
vn	奶
vn	媽
vn	姊
vn	努
vn	妨
vn	嫣
vn	駑
vn	娉
vn	弩
vn	娣
vn	妁
vn	嬝
vn	嫋
vnx	妢
vnx	姁
vnx	姱
vnx	媯
vnx	婸
vnx	嫋
vnx	媰
vnx	嫮
vnx	孎
vo	姨
vo	姒
vo	婕
vox	娖
vox	婕
vox	婝
vox	媞
vox	嫙
vox	嬐
vp	恕
vp	怒
vp	媳
vpx	妼
vpx	嫕
vpx	嬨
vqx	拏
vqx	挐
vr	如
vr	始
vr	姑
vr	嬉
vr1'	如此
vrbr	如同
vrmy	如下
vrwd	如果
vrx	妱
vrx	姡
vrx	姞
vrx	姶
vrx	姤
vrx	姳
vrx	砮
vrx	婠
vrx	婄
vrx	婼
vrx	嫆
vrx	嫸
vs	妒
vt	姘
vt	妍
vtx	姏
vtx	媕
vtx	嬁
vux	奾
vux	媱
vv	姦
vvx	奻
vvx	姲
vvx	娞
vvx	婑
vw	媚
vw	嬸
vw	孀
vw	姻
vw	妯
vwx	婟
vwx	媔
vwx	媢
vwx	媌
vwx	媹
vwx	嬏
vwx	嬙
vx	媛
vx	姣
vx	嫩
vx	嫂
vx	奴
vx	妓
vx	嫚
vxx	妏
vxx	娵
vxx	婈
vxx	婌
vxx	婽
vxx	媺
vxx	嫚
vxx	嬡
vxx	嬓
vxx	孇
vxx	孍
vy	妳
vy	嫌
vy	嫖
vyx	姈
vyx	婃
vyx	婛
vyx	婖
vyx	嫄
vyx	嫽
vyx	嬚
w	田
w	目
w'	罷
w'	圈
w'	巴
w'	盹
w'	矓
w'	囤
w'	眺
w'	毗
w',g	巴生
w'x	囮
w'x	甿
w'x	盳
w'x	盵
w'x	毘
w'x	眊
w'x	畹
w'x	睕
w'x	睠
w'x	罨
w'x	甖
w'x	黤
w'x	黦
w'x	黮
w'x	氍
w,	夥
w,	眇
w,	畛
w,e	巴生港
w,n	目的
w,x	畛
w,x	眕
w,x	眵
w,x	黟
w,x	黲
w-	四
w-	見
w-	眺
w-	睨
w-	眈
w-x	囥
w-x	眈
w-x	睆
w-x	睍
w-x	睌
w-x	覞
w-x	瞡
w-x	黕
w-x	黖
w.	眨
w.	黔
w.	眾
w.	矇
w.x	罛
w/x	眃
w0	羅
w0	鴨
w0	罹
w0	瞿
w0	睢
w0x	瞗
w0x	鶪
w0x	矐
w0x	鷝
w0x	矔
w0x	鷶
w0x	鸅
w0x	鸀
w0x	鸓
w1	甲
w1	界
w1	鼎
w1	甽
w1	睇
w1x	盺
w1x	眒
w1x	睎
w1x	矊
w1x	羃
w3	縣
w3	累
w3	眩
w3	纍
w3x	纍
w3x	羉
w4	瞻
w4x	詈
w4x	譻
w4x	黵
w5	買
w5	貫
w5	顆
w5	圓
w5	黷
w5x	圚
w5x	瞶
w5x	顒
w5x	矉
w73	田寮鄉
w8	異
w8	瞋
w8	典
w8	瞑
w8x	瞚
w8x	矌
w8x	黰
w9x	眲
w9x	郹
w9x	郻
w;	團
w;	疇
w;x	畤
w;x	罻
w[	農
w[	園
w[	畏
w[	眼
w[	眶
w[	圜
w[x	眽
w[x	褁
w[x	瞏
w[x	圜
w`	Ｗ
w``	ㄊ
w`l	ｗ
wa	署
wa	睹
wa	黯
wa3	田尾鄉
wax	睧
wax	瞷
wax	罾
wax	瞺
wax	矙
wb	野
wb	睛
wb	罰
wb	瞞
wb	胃
wb	睜
wb	盯
wb	畸
wb	圃
wb	囝
wb	囿
wb	禺
wb	町
wb	圇
wbx	町
wbx	盱
wbx	眝
wbx	罞
wbx	圊
wbx	圇
wbx	圌
wbx	睄
wbx	睊
wbx	罥
wbx	罦
wbx	睔
wbx	睭
wbx	睮
wbx	瞝
wbx	瞲
wbx	罽
wbx	羇
wd	果
wd	困
wd	睬
wd	瞇
wd	睞
wdc	羅東鎮
wdx	囷
wdx	眛
wdx	眯
wdx	罧
wdx	罺
wdx	矂
wdx	櫐
wdx	圞
we3	四湖鄉
we3	里港鄉
wex	睩
wf	黑
wf	點
wf	默
wf	瞧
wfx	睒
wfx	瞅
wfx	瞴
wfx	矄
wfx	羆
wfx	矘
wg	里
wg	墨
wg	睡
wg	墅
wg	睦
wg	壘
wg	瞳
wg	瞠
wg	畦
wgx	罜
wgx	眭
wgx	罣
wgx	睚
wgx	畽
wgx	罿
wgx	黫
wgx	壨
wh	縣
wi	國
wi	眠
wix	眓
wix	罠
wix	睋
wix	罭
wix	黓
wj	畢
wj	圍
wj	瞬
wj	罩
wj	睪
wj	睥
wj	眸
wj	畔
wj	圉
wjc	羅東鎮
wjx	盰
wjx	眻
wjx	睅
wjx	睟
wjx	圛
wjx	瞕
wjx	罼
wjx	疄
wjx	瞵
wjx	瞫
wjx	瞱
wk	因
wk	默
wk	睽
wk	畎
wk1'	因此
wkx	狊
wkx	眣
wkx	眹
wkx	眱
wkx	睙
wkx	瞁
wkx	瞙
wkx	瞨
wkx	奰
wkyn	因為
wlc	田中鎮
wm	目
wm	置
wm	罪
wm	疊
wm	豔
wm	瞌
wm	罡
wmx	眐
wmx	罡
wmx	罝
wmx	圔
wn	男
wn	盼
wn	罵
wn	矚
wn	羈
wn	黝
wn	囫
wn	蜀
wn	睇
wnx	畇
wnx	眄
wnx	盷
wnx	盻
wnx	眑
wnx	眴
wnx	睇
wnx	瞈
wnx	嬲
wnx	翾
wnx	矏
wo	眾
wo	囚
wo	睫
wo	瞼
wo	歜
wo3	甲仙鄉
wox	欭
wox	睼
wox	瞛
wp	思
wp	恩
wp	懸
wp	愚
wpx	慁
wpx	罳
wpx	瞣
wr	點
wr	回
wr	略
wr	固
wr	瞎
wr	黠
wr	圄
wr	罟
wrx	囧
wrx	眙
wrx	眧
wrx	眳
wrx	礨
wt	瞪
wtb	目前
wtx	畀
wtx	黚
wtx	黭
wu	黜
wux	罍
wv	婁
wv	囡
wv3	國姓鄉
wvx	囡
wvx	瞜
ww	圖
ww	瞄
ww	睏
wwx	瞃
wwx	畾
wwx	罶
wx	數
wx	瞰
wx	畋
wx	囗
wx	〇
wxx	畈
wxx	眅
wxx	畟
wxx	敤
wxx	畯
wxx	畷
wxx	睖
wxx	罬
wxx	瞍
wxx	斁
wxx	斀
wxx	矎
wxx	矍
wxx	覹
wy	瞭
wy	瞟
wy	囹
wyx	囹
wyx	罘
wyx	罫
wyx	黥
x	又
x'x	毲
x'x	瓻
x0x	鵗
x0x	鵽
x1	希
x5x	顙
x9x	郗
x9x	郩
x`	Ｘ
x``	ㄌ
x`l	ｘ
xax	閷
xb	剎
xb	肴
xb	刈
xbx	剟
xd	桑
xgx	圣
xh	段
xi	弒
xl	蚤
xo	欷
xox	欷
xox	欼
xox	歠
xx	教
xx	殺
xx	爻
xx	乂
xxx	敪
xxx	殽
xy	叉
y	、
y	卜
y'	就
y'	龍
y'	施
y'	贏
y'	亡
y'	祀
y'	痳
y'	孰
y'	疵
y'	瓷
y'	袍
y'	毫
y'	氈
y'	旎
y'	痲
y'	嬴
y'	甕
y'	羸
y'	疤
y'	瘋
y'	颯
y'	襬
y'	乩
y'	疙
y'	疣
y'	亳
y'	祂
y'	疱
y'3	新豐鄉
y'x	虍
y'x	疕
y'x	祂
y'x	瓬
y'x	疪
y'x	衪
y'x	旄
y'x	疶
y'x	祪
y'x	袉
y'x	袘
y'x	瓿
y'x	痷
y'x	裷
y'x	裺
y'x	氃
y'x	甋
y'x	褦
y'x	褼
y'x	癙
y'x	甗
y'x	襱
y'x	襹
y'x	龘
y,	彰
y,	彥
y,	衫
y,	彪
y,	疹
y,	痧
y,3	福興鄉
y,3	六龜鄉
y,[	新興區
y,x	玅
y,x	痑
y,x	袗
y,x	痧
y,x	痝
y,x	瘳
y,x	虨
y,x	襂
y,y	永和市
y-	就
y-	視
y-	亮
y-	處
y-	祝
y-	親
y-	虎
y-	竟
y-	充
y-	競
y-	贏
y-	襯
y-	亢
y-	疣
y-	褫
y-	兗
y-	瘋
y-	颯
y-	嬴
y-	羸
y-	冼
y-	禠
y-x	巟
y-x	冼
y-x	斻
y-x	衴
y-x	祧
y-x	旐
y-x	旒
y-x	裗
y-x	覘
y-x	裞
y-x	瘣
y-x	禠
y-x	覤
y-x	虤
y-x	襓
y-x	蠃
y-x	覷
y-x	臝
y-x	鸁
y.	之
y.	夜
y.	豪
y.	疚
y.	畝
y.	瓤
y.x	疺
y.x	衿
y.x	瘃
y.x	豦
y.x	禒
y.x	褖
y.x	禭
y.x	襐
y.x	旞
y.x	襚
y/x	竑
y/x	祛
y/x	袪
y/x	竤
y/x	襼
y0	雜
y0	離
y0	准
y0	雍
y0	癱
y0	鶉
y0	癰
y0x	凗
y0x	痽
y0x	鳪
y0x	鳼
y0x	澭
y0x	鴗
y0x	鵁
y0x	鶁
y0x	鵫
y0x	鶙
y0x	鷟
y0x	癰
y0x	鷲
y0x	鷾
y0x	鸇
y0x	鸆
y0x	鸕
y0x	鸗
y1	新
y1	市
y1	神
y1	齊
y1	州
y1	冷
y1	帝
y1	祈
y1	齋
y1	丫
y1	疥
y1	帟
y1	痹
y1	齎
y1	齏
y1u	新山
y1x	祄
y1x	旆
y1x	旂
y1x	痹
y1x	凘
y1x	禘
y1x	裫
y1x	褅
y1x	褯
y1x	齌
y1x	癠
y1x	齍
y1x	齎
y1x	齏
y1x	齾
y2	褲
y2x	禈
y2x	褌
y2x	褳
y3	玄
y3	紊
y3x	袨
y3x	瘰
y4x	癚
y4x	襜
y4x	讋
y5	資
y5	韻
y5	貞
y5	顏
y5	禎
y5	贛
y5	顫
y5	癩
y5	顱
y5	癲
y5	頏
y5	頦
y5	贇
y53	社頭鄉
y54'	資訊
y5x	賌
y5x	頏
y5x	頝
y5x	頦
y5x	贇
y5x	癪
y5x	襭
y5x	襩
y5x	贙
y5x	禷
y5x	禶
y6	瘺
y73	永安鄉
y73	望安鄉
y8	六
y8	旗
y8	龔
y8	祺
y8x	疻
y8x	袕
y8x	痶
y8x	虡
y8x	瘨
y8x	禛
y8x	旟
y8x	龑
y9	部
y9	郭
y9	聾
y9	郎
y9	郊
y9	冷
y9	祁
y9	鄗
y9	鄣
y9on	部份
y9x	邙
y9x	邟
y9x	邡
y9x	鄬
y9x	鄐
y9x	鄣
y9x	癤
y;	禱
y;	痔
y;	褥
y;x	祔
y;x	襑
y=	￥
y=	竭
y=	褐
y=x	痗
y[	良
y[	裡
y[	裏
y[	衣
y[	旅
y[	餐
y[	癢
y[	衷
y[	哀
y[	襲
y[	衰
y[	褪
y[	襄
y[	痕
y[	虐
y[	袞
y[	裹
y[	褒
y[	褻
y[	裒
y[	瘧
y[	禳
y[	袤
y[x	玈
y[x	祣
y[x	袤
y[x	袬
y[x	袌
y[x	祳
y[x	袲
y[x	裉
y[x	裖
y[x	裛
y[x	裱
y[x	裻
y[x	褗
y[x	褎
y[x	餈
y[x	褭
y[x	褱
y[x	褢
y[x	襛
y[x	饔
y`	Ｙ
y`3	永康鄉
y``	ㄗ
y`l	ｙ
y`y	新店市
y`y	永康市
ya	音
ya	褚
ya	褶
ya	斕
ya	昶
ya	瘖
ya3	六甲鄉
yax	昶
yax	衵
yax	袙
yax	袹
yax	瘏
yax	痻
yax	瘖
yax	裮
yax	癇
yax	癐
yax	禬
yax	襉
yax	旝
yax	襘
yax	襴
yb	高
yb	商
yb	端
yb	劇
yb	劑
yb	病
yb	痛
yb	靖
yb	刻
yb	補
yb	享
yb	朗
yb	剖
yb	膏
yb	膚
yb	亭
yb	亨
yb	育
yb	脊
yb	痢
yb	剷
yb	裔
yb	禍
yb	旖
yb	瘸
yb	膂
yb	裯
yb	瘠
yb	癘
yb	凋
yb	瘉
yb	癟
yb	肓
yb	冽
yb	褕
yb	褊
yb	痾
yb	褵
yb3	神岡鄉
yb3	永靖鄉
ybj0	高雄
ybx	疔
ybx	剆
ybx	斿
ybx	衧
ybx	凊
ybx	凈
ybx	旃
ybx	衲
ybx	痏
ybx	痌
ybx	离
ybx	虖
ybx	袡
ybx	痚
ybx	痡
ybx	痟
ybx	袸
ybx	斒
ybx	旓
ybx	痾
ybx	痸
ybx	痭
ybx	痵
ybx	禂
ybx	竫
ybx	裐
ybx	瘌
ybx	瘑
ybx	裲
ybx	褙
ybx	鬳
ybx	褵
ybx	禰
ybx	禲
ybx	襦
ybx	禴
ybx	襺
ybx	癵
ycx	凎
ycx	錖
yd	凍
yd	桌
yd	辣
yd	棄
yd	裸
yd	稟
yd	凜
yd	褓
yd	痳
yd	麋
yd	斕
yd	杗
yd	粲
yd3	高樹鄉
ydx	栥
ydx	祩
ydx	秶
ydx	竦
ydx	粢
ydx	袾
ydx	楶
ydx	祼
ydx	粲
ydx	禖
ydx	褋
ydx	褬
ydx	襋
ydx	襙
ye	永
ye	冰
ye	祿
ye3	龍潭鄉
ye3	卓溪鄉
ye[	旗津區
yex	瘝
yex	襮
yf	熟
yf	痰
yf	烹
yf	疢
yfx	裧
yfx	禚
yfx	凞
yfx	虪
yfy	新營市
yg	主
yg	社
yg	裡
yg	產
yg	望
yg	童
yg	堃
yg	壟
yg	壑
yg	痊
yg	塾
yg	壅
yg	衽
yg	旌
yg	韹
